batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
p0-008,1,75,P0,verify_distinct_submit_url_for_existing_domain,https://aiscout.net/submit,aiscout.net,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: URL path looks like a submission endpoint; This operation was aborted; same-domain variant must not use generic approved,,This operation was aborted,yes,review_row:75,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-28T03:56:57.212Z,,,,,,,,,,,,,,,0,,
p0-008,2,79,P0,verify_distinct_submit_url_for_existing_domain,https://aitoolsdirectory.com/submit,aitoolsdirectory.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: URL path looks like a submission endpoint; fetch failed; same-domain variant must not use generic approved,,fetch failed,yes,review_row:79,,no,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-28T03:57:12.246Z,,,,,,,,,,,,,,,0,,
p0-008,3,117,P0,verify_distinct_submit_url_for_existing_domain,https://betalist.com/submit,betalist.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; Cloudflare/human verification signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved",,login/register or OAuth signal found,yes,review_row:117,200,yes,https://betalist.com/sign_in,betalist.com,2,5,yes,no,yes,yes,no,no,yes,no,no,,2026-05-28T03:57:22.758Z,,,,,,,,,,,,,,,0,,
p0-008,4,208,P0,verify_distinct_submit_url_for_existing_domain,https://devhunt.org/submit,devhunt.org,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; URL path looks like a submission endpoint; same-domain variant must not use generic approved,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:208,200,yes,https://devhunt.org/submit,devhunt.org,0,0,no,yes,no,no,no,yes,no,no,no,,2026-05-28T03:57:25.759Z,,,,,,,,,,,,,,,0,,
p0-008,5,246,P0,verify_distinct_submit_url_for_existing_domain,https://fazier.com/submit,fazier.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_paid,high,,reject_unless_manual_review_confirms_free_submission_path,payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; same-domain variant must not use generic approved,paid,payment/pricing signal appears on a submit/listing surface,yes,review_row:246,200,yes,https://fazier.com/submit,fazier.com,0,0,yes,yes,yes,yes,no,yes,yes,yes,no,,2026-05-28T03:57:27.168Z,,,,,,,,,,,,,,,0,,
p0-008,6,271,P0,verify_distinct_submit_url_for_existing_domain,https://www.futurepedia.io/submit-tool,futurepedia.io,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_submit,high,,reject_unless_manual_review_finds_a_distinct_submit_endpoint_at_this_exact_url,"same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; same-domain variant must not use generic approved",,same-domain candidate URL does not contain an explicit submission path; existing registry submit URL should remain canonical unless manual review finds a distinct submit endpoint at this exact URL,yes,review_row:271,200,yes,https://www.futurepedia.io/submit-tool,futurepedia.io,2,2,yes,yes,yes,yes,no,yes,yes,yes,no,,2026-05-28T03:57:28.416Z,,,,,,,,,,,,,,,0,,
p0-008,7,363,P0,verify_distinct_submit_url_for_existing_domain,https://microlaunch.net/submit,microlaunch.net,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404; same-domain variant must not use generic approved,,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:363,404,no,https://microlaunch.net/submit,microlaunch.net,0,1,yes,yes,yes,no,no,yes,yes,no,no,HTTP 404,2026-05-28T03:57:30.917Z,,,,,,,,,,,,,,,0,,
p0-008,8,421,P0,verify_distinct_submit_url_for_existing_domain,https://pitchwall.co/submit,pitchwall.co,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_paid,high,,reject_unless_manual_review_confirms_free_submission_path,payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; same-domain variant must not use generic approved,paid,payment/pricing signal appears on a submit/listing surface,yes,review_row:421,200,yes,https://pitchwall.co/submit,pitchwall.co,0,1,yes,yes,yes,no,no,no,yes,yes,no,,2026-05-28T03:57:33.049Z,,,,,,,,,,,,,,,0,,
p0-008,9,427,P0,verify_distinct_submit_url_for_existing_domain,https://poweredbyai.app/submit,poweredbyai.app,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,reject_duplicate,reject_duplicate,high,,reject_if_registry_url_is_the_same_submission_endpoint,"normalized URL duplicates an existing registry submit URL; evidence: normalized URL duplicates registry submit URL; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; same-domain variant must not use generic approved",,normalized URL duplicates an existing registry submit URL,yes,review_row:427,200,yes,https://poweredbyai.app/submit-tool,poweredbyai.app,1,10,yes,yes,yes,no,no,yes,yes,no,yes,,2026-05-28T03:57:37.559Z,,,,,,,,,,,,,,,0,,
p0-008,10,503,P0,verify_distinct_submit_url_for_existing_domain,https://startupstash.com/submit,startupstash.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 403; same-domain variant must not use generic approved,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:503,403,no,https://startupstash.com/submit,startupstash.com,0,0,no,yes,yes,no,no,yes,yes,no,no,HTTP 403,2026-05-28T03:57:41.374Z,,,,,,,,,,,,,,,0,,
p0-008,11,527,P0,verify_distinct_submit_url_for_existing_domain,https://theresanaiforthat.com/submit,theresanaiforthat.com,,approved_domain_variant | reject_duplicate | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; HTTP 403; same-domain variant must not use generic approved,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:527,403,no,https://theresanaiforthat.com/submit,theresanaiforthat.com,0,0,no,yes,no,no,no,yes,yes,no,no,HTTP 403,2026-05-28T03:57:42.521Z,,,,,,,,,,,,,,,0,,
