batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p2-007,1,3,verify_directory_fit_before_any_approval,https://www.2findlocal.com/,2findlocal.com,200,yes,https://www.2findlocal.com/,2findlocal.com,no,text/html; charset=UTF-8,Big finds from small businesses | 2FINDLOCAL.COM,1,6,yes,no,yes,no,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T04:55:19.552Z
p2-007,2,4,verify_directory_fit_before_any_approval,https://www.4shared.com/,4shared.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:55:21.916Z
p2-007,3,5,verify_directory_fit_before_any_approval,https://500px.com/,500px.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:55:32.582Z
p2-007,4,56,verify_directory_fit_before_any_approval,https://about.me/,about.me,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:55:33.027Z
p2-007,5,59,verify_directory_fit_before_any_approval,https://activerain.com/,activerain.com,403,no,https://activerain.com/,activerain.com,no,text/html,403 Forbidden,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 403,HTTP 403,2026-05-28T04:55:43.269Z
p2-007,6,71,verify_directory_fit_before_any_approval,https://aiforme.wiki/,aiforme.wiki,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:55:46.087Z
p2-007,7,80,verify_directory_fit_before_any_approval,https://aitoolsguide.com/,aitoolsguide.com,200,yes,https://aitoolsguide.com/,aitoolsguide.com,no,text/html; charset=utf-8,"AIToolsGuide — Discover, compare, and choose AI tools",1,2,yes,no,yes,no,no,no,yes,yes,no,reject_paid,"payment/pricing signal found; Cloudflare/human verification signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T04:55:49.764Z
p2-007,8,95,verify_directory_fit_before_any_approval,https://apitracker.io/mcp-servers,apitracker.io,403,no,https://apitracker.io/mcp-servers,apitracker.io,no,text/html; charset=utf-8,403: Forbidden,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 403,HTTP 403,2026-05-28T04:55:52.851Z
p2-007,9,100,verify_directory_fit_before_any_approval,https://www.artstation.com/,artstation.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:55:53.434Z
p2-007,10,101,verify_directory_fit_before_any_approval,https://www.athlinks.com/,athlinks.com,200,yes,https://www.athlinks.com/,athlinks.com,no,text/html; charset=UTF-8,Athlinks,0,0,no,no,no,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found,,2026-05-28T04:56:04.091Z
p2-007,11,111,verify_directory_fit_before_any_approval,https://bandcamp.com/,bandcamp.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:56:06.588Z
p2-007,12,114,verify_directory_fit_before_any_approval,https://www.behance.net/,behance.net,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:56:16.820Z
p2-007,13,125,verify_directory_fit_before_any_approval,https://www.bizcommunity.com/,bizcommunity.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:56:27.547Z
p2-007,14,126,verify_directory_fit_before_any_approval,https://www.bizsugar.com/,bizsugar.com,200,yes,https://bizsugar.com/,bizsugar.com,no,text/html; charset=UTF-8,BizSugar - Small Business News and Advice,3,3,yes,no,yes,no,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; 3 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T04:56:38.212Z
p2-007,15,142,verify_directory_fit_before_any_approval,https://www.blogarama.com/,blogarama.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T04:56:43.814Z
