batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
coverage-review-p2-019,8,552,verify_directory_fit_before_any_approval,https://www.webmasterworld.com/,webmasterworld.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T12:59:43.588Z
coverage-review-p2-019,9,554,verify_directory_fit_before_any_approval,https://www.weebly.com/,weebly.com,403,no,https://www.weebly.com/,weebly.com,no,text/html; charset=UTF-8,Attention Required! | Cloudflare,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-28T12:59:54.316Z
coverage-review-p2-019,10,555,verify_directory_fit_before_any_approval,https://wefunder.com/,wefunder.com,403,no,https://wefunder.com/,wefunder.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-28T12:59:56.243Z
coverage-review-p2-019,11,557,verify_directory_fit_before_any_approval,https://www.wellness.com/,wellness.com,403,no,https://www.wellness.com/,wellness.com,no,text/html,403 Forbidden,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 403,HTTP 403,2026-05-28T12:59:59.355Z
coverage-review-p2-019,12,558,verify_directory_fit_before_any_approval,https://whatlaunchedtoday.com/,whatlaunchedtoday.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T13:00:02.077Z
coverage-review-p2-019,13,560,verify_directory_fit_before_any_approval,https://www.where2go.com/,where2go.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T13:00:02.549Z
coverage-review-p2-019,14,566,verify_directory_fit_before_any_approval,https://wordpress.com/,wordpress.com,200,yes,https://wordpress.com/zh-cn/,wordpress.com,no,text/html; charset=utf-8,WordPress.com：构建您网站所需的一切,1,3,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:00:12.705Z
coverage-review-p2-019,15,569,verify_directory_fit_before_any_approval,https://www.yellowpagesgoesgreen.org/,yellowpagesgoesgreen.org,403,no,https://www.yellowpagesdirectory.com/,yellowpagesdirectory.com,yes,text/html; charset=UTF-8,Attention Required! | Cloudflare,0,0,no,no,yes,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found; final domain changed to yellowpagesdirectory.com; HTTP 403,HTTP 403,2026-05-28T13:00:14.619Z
coverage-review-p2-019,16,570,verify_directory_fit_before_any_approval,https://www.yogatrail.com/,yogatrail.com,200,yes,https://www.buzzwoo.de/projekte-kunden/yogatrail,buzzwoo.de,yes,text/html; charset=UTF-8,"YogaTrail, Community Plattform - buzzwoo",0,0,yes,no,no,yes,no,yes,no,no,no,reject_auth_required,login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; final domain changed to buzzwoo.de,,2026-05-28T13:00:18.446Z
coverage-review-p2-019,17,579,verify_directory_fit_before_any_approval,https://zapier.com/developer,zapier.com,200,yes,https://zapier.com/developer-platform,zapier.com,no,text/html; charset=utf-8,"Power your product or AI agent with 9,000 app integrations | Zapier",1,0,yes,no,yes,yes,yes,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; OAuth signal found; CAPTCHA signal found; 1 form(s), 0 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:00:22.298Z
