batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p2-008,1,3,verify_directory_fit_before_any_approval,https://www.2findlocal.com/,2findlocal.com,200,yes,https://www.2findlocal.com/,2findlocal.com,no,text/html; charset=UTF-8,Big finds from small businesses | 2FINDLOCAL.COM,1,6,yes,no,yes,no,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T05:06:49.902Z
p2-008,2,4,verify_directory_fit_before_any_approval,https://www.4shared.com/,4shared.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:06:51.661Z
p2-008,3,5,verify_directory_fit_before_any_approval,https://500px.com/,500px.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:07:02.281Z
p2-008,4,56,verify_directory_fit_before_any_approval,https://about.me/,about.me,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:07:02.691Z
p2-008,5,59,verify_directory_fit_before_any_approval,https://activerain.com/,activerain.com,403,no,https://activerain.com/,activerain.com,no,text/html,403 Forbidden,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 403,HTTP 403,2026-05-28T05:07:12.883Z
p2-008,6,71,verify_directory_fit_before_any_approval,https://aiforme.wiki/,aiforme.wiki,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:07:14.023Z
p2-008,7,80,verify_directory_fit_before_any_approval,https://aitoolsguide.com/,aitoolsguide.com,200,yes,https://aitoolsguide.com/,aitoolsguide.com,no,text/html; charset=utf-8,"AIToolsGuide — Discover, compare, and choose AI tools",1,2,yes,no,yes,no,no,no,yes,yes,no,reject_paid,"payment/pricing signal found; Cloudflare/human verification signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T05:07:15.697Z
p2-008,8,95,verify_directory_fit_before_any_approval,https://apitracker.io/mcp-servers,apitracker.io,403,no,https://apitracker.io/mcp-servers,apitracker.io,no,text/html; charset=utf-8,403: Forbidden,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 403,HTTP 403,2026-05-28T05:07:20.147Z
p2-008,9,100,verify_directory_fit_before_any_approval,https://www.artstation.com/,artstation.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:07:20.885Z
p2-008,10,101,verify_directory_fit_before_any_approval,https://www.athlinks.com/,athlinks.com,200,yes,https://www.athlinks.com/,athlinks.com,no,text/html; charset=UTF-8,Athlinks,0,0,no,no,no,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found,,2026-05-28T05:07:31.219Z
p2-008,11,111,verify_directory_fit_before_any_approval,https://bandcamp.com/,bandcamp.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:07:33.377Z
p2-008,12,114,verify_directory_fit_before_any_approval,https://www.behance.net/,behance.net,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:07:43.944Z
p2-008,13,125,verify_directory_fit_before_any_approval,https://www.bizcommunity.com/,bizcommunity.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:07:54.518Z
p2-008,14,126,verify_directory_fit_before_any_approval,https://www.bizsugar.com/,bizsugar.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-28T05:08:05.059Z
p2-008,15,142,verify_directory_fit_before_any_approval,https://www.blogarama.com/,blogarama.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:08:20.071Z
p2-008,16,146,verify_directory_fit_before_any_approval,https://www.blogger.com/,blogger.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:08:30.095Z
p2-008,17,169,verify_directory_fit_before_any_approval,https://businesshunt.co/,businesshunt.co,200,yes,https://businesshunt.co/,businesshunt.co,no,text/html; charset=utf-8,BusinessHunt,0,0,no,no,no,no,no,yes,no,no,no,reject_auth_required,CAPTCHA signal found,,2026-05-28T05:08:40.618Z
p2-008,18,172,verify_directory_fit_before_any_approval,https://www.cabinetm.com/,cabinetm.com,200,yes,https://cabinetmsd.my.canva.site/,cabinetmsd.my.canva.site,yes,text/html,Landing page,0,0,no,no,no,no,no,yes,no,no,no,reject_auth_required,CAPTCHA signal found; final domain changed to cabinetmsd.my.canva.site,,2026-05-28T05:08:44.769Z
p2-008,19,173,verify_directory_fit_before_any_approval,https://www.calameo.com/,calameo.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:08:47.647Z
p2-008,20,202,verify_directory_fit_before_any_approval,https://www.cuspera.com/,cuspera.com,200,yes,https://www.cuspera.com/,cuspera.com,no,text/html;charset=UTF-8,Cuspera : Right Software solutions for your Business Needs,0,2,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-28T05:08:57.783Z
p2-008,21,216,verify_directory_fit_before_any_approval,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,200,yes,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,no,text/html,Web Directory - Ldmstudio,1,2,yes,no,yes,no,no,no,no,no,no,review_possible_submit_form,"1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T05:08:58.580Z
p2-008,22,217,verify_directory_fit_before_any_approval,https://disqus.com/,disqus.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:08:59.891Z
p2-008,23,224,verify_directory_fit_before_any_approval,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,200,yes,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,no,text/html; charset=utf-8,HubSpot Marketplace,0,0,no,no,yes,no,no,no,yes,no,no,reject_auth_required,Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-28T05:09:10.406Z
p2-008,24,227,verify_directory_fit_before_any_approval,https://www.etsy.com/,etsy.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:09:12.277Z
p2-008,25,228,verify_directory_fit_before_any_approval,https://www.eu-business.com/,eu-business.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:09:22.786Z
p2-008,26,230,verify_directory_fit_before_any_approval,https://evernote.com/,evernote.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:09:23.558Z
p2-008,27,238,verify_directory_fit_before_any_approval,https://ezinearticles.com/,ezinearticles.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:09:33.826Z
p2-008,28,251,verify_directory_fit_before_any_approval,https://www.finduslocal.com/,finduslocal.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:09:35.743Z
p2-008,29,261,verify_directory_fit_before_any_approval,https://www.flickr.com/,flickr.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:09:45.851Z
p2-008,30,286,verify_directory_fit_before_any_approval,https://gitlab.com/,gitlab.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:09:56.374Z
p2-008,31,288,verify_directory_fit_before_any_approval,https://glama.ai/mcp/servers,glama.ai,200,yes,https://glama.ai/mcp/servers,glama.ai,no,text/html; charset=utf-8,"Open-Source MCP Servers – 26,439 in the Glama Registry | Glama",0,1,no,no,yes,no,no,no,no,yes,no,reject_paid,payment/pricing signal found; directory/listing marketplace text signal found,,2026-05-28T05:10:07.736Z
p2-008,32,293,verify_directory_fit_before_any_approval,https://gptforge.net/,gptforge.net,200,yes,https://gptforge.net/,gptforge.net,no,text/html,GptForge.net - Build Anything with Generative AI,0,0,no,no,no,no,no,no,yes,no,no,reject_auth_required,Cloudflare/human verification signal found,,2026-05-28T05:10:09.703Z
p2-008,33,295,verify_directory_fit_before_any_approval,https://gravatar.com/,gravatar.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:10:17.498Z
p2-008,34,297,verify_directory_fit_before_any_approval,https://growthhackers.com/,growthhackers.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:10:28.015Z
p2-008,35,303,verify_directory_fit_before_any_approval,https://www.hg.org/,hg.org,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T05:10:38.609Z
p2-008,36,305,verify_directory_fit_before_any_approval,https://www.hotfrog.com/,hotfrog.com,403,no,https://www.hotfrog.com/,hotfrog.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-28T05:10:39.292Z
p2-008,37,306,verify_directory_fit_before_any_approval,https://www.houzz.com/,houzz.com,403,no,https://www.houzz.com/,houzz.com,no,text/html,Houzz - Access Restricted,0,0,no,no,no,yes,no,yes,no,no,no,review_fetch_failed,login/register signal found; CAPTCHA signal found; HTTP 403,HTTP 403,2026-05-28T05:10:41.336Z
p2-008,38,307,verify_directory_fit_before_any_approval,https://hubpages.com/,hubpages.com,403,no,https://discover.hubpages.com/,discover.hubpages.com,yes,text/html;charset=utf-8,hubpages.com,0,0,no,no,no,no,no,yes,no,no,no,review_fetch_failed,CAPTCHA signal found; final domain changed to discover.hubpages.com; HTTP 403,HTTP 403,2026-05-28T05:10:42.384Z
