batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls
p2-recheck-004,113,P2,26,356,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2014/11/the-stoneware-pottery-shop-in-cagayan.html) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; CAPTCHA signal found; 2 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,manilashopper.com,unknown,unknown,missing_domain,needs_manual_review,https://www.manilashopper.com/2014/11/the-stoneware-pottery-shop-in-cagayan.html,manilashopper.com,1,resources/backlink-resources.json,resources/backlink-resources.json:356,,
p2-recheck-004,114,P2,26,359,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,mastodon.social,unknown,unknown,missing_domain,needs_manual_review,https://mastodon.social/@rstevens/112532171747034727,mastodon.social,1,resources/backlink-resources.json,resources/backlink-resources.json:301,,
p2-recheck-004,115,P2,26,362,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/2023/05/this-must-stop-government-and-liberal-party-go-all-in-on-speech-regulation-with-political-truth-oversight-bodies-mandated-press-source-tracing-and-disclosure-of-critics-communications) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; CAPTCHA signal found; 2 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found",read_only_evidence,,michaelgeist.ca,unknown,unknown,missing_domain,needs_manual_review,https://www.michaelgeist.ca/2023/05/this-must-stop-government-and-liberal-party-go-all-in-on-speech-regulation-with-political-truth-oversight-bodies-mandated-press-source-tracing-and-disclosure-of-critics-communications,michaelgeist.ca,1,resources/backlink-resources.json,resources/backlink-resources.json:1940,,
p2-recheck-004,116,P2,26,367,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,moonsoap.com,unknown,unknown,missing_domain,needs_manual_review,https://www.moonsoap.com/hpgen/HPB/entries/8.html,moonsoap.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2171,,
p2-recheck-004,117,P2,26,369,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 17 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,mummyfever.co.uk,unknown,unknown,missing_domain,needs_manual_review,https://mummyfever.co.uk/family-skiing-in-bulgaria,mummyfever.co.uk,1,resources/backlink-resources.json,resources/backlink-resources.json:2358,,
p2-recheck-004,118,P2,26,370,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 17 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,mummyfever.co.uk,unknown,unknown,missing_domain,needs_manual_review,https://mummyfever.co.uk/the-best-youtube-home-workouts,mummyfever.co.uk,1,resources/backlink-resources.json,resources/backlink-resources.json:532,,
p2-recheck-004,119,P2,26,372,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,musthavemom.com,unknown,unknown,missing_domain,needs_manual_review,https://musthavemom.com/how-to-get-a-designer-look-without-the-interior-decorator-price-tag,musthavemom.com,1,resources/backlink-resources.json,resources/backlink-resources.json:246,,
p2-recheck-004,120,P2,26,374,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/profile/akizuki_airi) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; CAPTCHA signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",read_only_evidence,,myanimelist.net,unknown,unknown,missing_domain,needs_manual_review,https://myanimelist.net/profile/Akizuki_Airi,myanimelist.net,1,resources/backlink-resources.json,resources/backlink-resources.json:290,,
p2-recheck-004,121,P2,26,375,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; URL path (/profil/tedcrane.html) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; 2 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found",read_only_evidence,,mycomics.de,unknown,unknown,missing_domain,needs_manual_review,https://www.mycomics.de/profil/tedcrane.html,mycomics.de,1,resources/backlink-resources.json,resources/backlink-resources.json:4,,
p2-recheck-004,122,P2,26,379,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,nasze-lasie-pl.sugester.pl,unknown,unknown,missing_domain,needs_manual_review,https://nasze-lasie-pl.sugester.pl/167783170-ChatGPT-in-Spain-Revolutionizing-Communication-and-AI-Interaction?order=popular&page=2,nasze-lasie-pl.sugester.pl,1,resources/backlink-resources.json,resources/backlink-resources.json:906,,
p2-recheck-004,123,P2,26,380,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,nasze-lasie-pl.sugester.pl,unknown,unknown,missing_domain,needs_manual_review,https://nasze-lasie-pl.sugester.pl/18132-o-stronie-wiadomosci-na-glownej-itp?order=popular,nasze-lasie-pl.sugester.pl,1,resources/backlink-resources.json,resources/backlink-resources.json:312,,
