batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p0-004,1,75,verify_distinct_submit_url_for_existing_domain,https://aiscout.net/submit,aiscout.net,520,no,https://aiscout.net/submit,aiscout.net,no,text/html,ERROR 520,0,0,no,yes,no,no,no,no,no,no,no,review_fetch_failed,URL path looks like a submission endpoint; HTTP 520,HTTP 520,2026-05-22T07:07:13.393Z
p0-004,2,79,verify_distinct_submit_url_for_existing_domain,https://aitoolsdirectory.com/submit,aitoolsdirectory.com,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; This operation was aborted,This operation was aborted,2026-05-22T07:07:18.678Z
p0-004,3,208,verify_distinct_submit_url_for_existing_domain,https://devhunt.org/submit,devhunt.org,200,yes,https://devhunt.org/submit,devhunt.org,no,text/html; charset=utf-8,undefined&#x27;s profile on Dev Hunt - Dev Hunt,0,0,no,yes,no,no,no,yes,no,no,no,reject_auth_required,CAPTCHA signal found; URL path looks like a submission endpoint,,2026-05-22T07:07:28.695Z
p0-004,4,472,verify_distinct_submit_url_for_existing_domain,https://www.sideprojectors.com/project/new,sideprojectors.com,200,yes,https://www.sideprojectors.com/project/new,sideprojectors.com,no,text/html; charset=utf-8,,0,0,no,no,yes,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-22T07:07:29.728Z
p0-004,5,497,verify_distinct_submit_url_for_existing_domain,https://stackshare.io/new-product,stackshare.io,429,no,https://stackshare.io/new-product,stackshare.io,no,text/html; charset=utf-8,Vercel Security Checkpoint,0,0,no,no,yes,no,no,no,no,no,no,review_fetch_failed,directory/listing marketplace text signal found; HTTP 429,HTTP 429,2026-05-22T07:07:32.657Z
p0-004,6,63,verify_submit_form_then_approve_or_reject,https://ai.xyz/submit,ai.xyz,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; fetch failed,fetch failed,2026-05-22T07:07:33.208Z
p0-004,7,64,verify_submit_form_then_approve_or_reject,https://aiagents.live/submit,aiagents.live,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; fetch failed,fetch failed,2026-05-22T07:07:40.273Z
p0-004,8,65,verify_submit_form_then_approve_or_reject,https://aiagentsbase.com/submit,aiagentsbase.com,200,yes,https://aiagentsbase.com/submit,aiagentsbase.com,no,text/html,AiAgentsBase: Add Your AI Agent | Join Our Curated Directory,3,18,yes,yes,yes,no,no,yes,no,no,no,reject_auth_required,"CAPTCHA signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",,2026-05-22T07:07:41.570Z
p0-004,9,66,verify_submit_form_then_approve_or_reject,https://aiagentsdirectory.com/submit,aiagentsdirectory.com,404,no,https://aiagentsdirectory.com/submit,aiagentsdirectory.com,no,text/html; charset=utf-8,Page Not Found - AI Agents Directory,3,3,yes,yes,yes,no,no,yes,no,yes,no,review_fetch_failed,"payment/pricing signal found; CAPTCHA signal found; 3 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404",HTTP 404,2026-05-22T07:07:42.362Z
p0-004,10,68,verify_submit_form_then_approve_or_reject,https://aiagentsmarketplace.com/submit,aiagentsmarketplace.com,200,yes,https://aiagentsmarketplace.com/submit,aiagentsmarketplace.com,no,text/html,,0,0,no,yes,yes,no,no,no,no,no,no,review_manually,URL path looks like a submission endpoint; directory/listing marketplace text signal found,,2026-05-22T07:07:43.291Z
