batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
coverage-review-p2-016,8,405,verify_directory_fit_before_any_approval,https://openclawdir.com/,openclawdir.com,200,yes,https://openclawdir.com/,openclawdir.com,no,text/html; charset=utf-8,"OpenClaw Directory - Skills, Plugins &amp; Jobs",1,1,yes,no,yes,yes,yes,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; OAuth signal found; CAPTCHA signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T12:23:40.813Z
coverage-review-p2-016,9,407,verify_directory_fit_before_any_approval,https://www.openpr.com/,openpr.com,200,yes,https://www.openpr.com/,openpr.com,no,text/html; charset=utf-8,openPR.com - Worldwide Open Public Relations - Publish Press Releases Free of Charge,2,4,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T12:23:43.455Z
coverage-review-p2-016,10,411,verify_directory_fit_before_any_approval,https://pastebin.com/,pastebin.com,200,yes,https://pastebin.com/,pastebin.com,no,text/html; charset=UTF-8,Pastebin.com - #1 paste tool since 2002!,2,16,yes,no,yes,yes,yes,yes,yes,no,no,reject_auth_required,"login/register signal found; OAuth signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T12:23:45.892Z
coverage-review-p2-016,11,413,verify_directory_fit_before_any_approval,https://www.patreon.com/,patreon.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T12:23:47.339Z
coverage-review-p2-016,12,414,verify_directory_fit_before_any_approval,https://www.pearltrees.com/,pearltrees.com,200,yes,https://www.pearltrees.com/,pearltrees.com,no,text/html;charset=UTF-8,Pearltrees,3,17,yes,no,no,yes,no,yes,yes,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 17 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-28T12:23:58.045Z
coverage-review-p2-016,13,416,verify_directory_fit_before_any_approval,https://penzu.com/,penzu.com,200,yes,https://penzu.com/,penzu.com,no,text/html; charset=utf-8,Write In Private: Free Online Diary And Personal Journal | Penzu,0,1,no,no,yes,yes,no,no,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; directory/listing marketplace text signal found,,2026-05-28T12:23:59.792Z
coverage-review-p2-016,14,420,verify_directory_fit_before_any_approval,https://pipedream.com/docs/components,pipedream.com,200,yes,https://pipedream.com/docs/components,pipedream.com,no,text/html; charset=utf-8,Overview - Pipedream,0,3,no,no,yes,yes,yes,yes,yes,yes,no,reject_paid,payment/pricing signal found; login/register signal found; OAuth signal found; CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-28T12:24:03.456Z
coverage-review-p2-016,15,424,verify_directory_fit_before_any_approval,https://placester.com/,placester.com,403,no,https://placester.com/,placester.com,no,text/html,ERROR: The request could not be satisfied,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 403,HTTP 403,2026-05-28T12:24:05.571Z
coverage-review-p2-016,16,426,verify_directory_fit_before_any_approval,https://porch.com/,porch.com,403,no,https://porch.com/,porch.com,no,text/html; charset=UTF-8,403,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 403,HTTP 403,2026-05-28T12:24:06.751Z
coverage-review-p2-016,17,428,verify_directory_fit_before_any_approval,https://www.pr-free.com/,pr-free.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T12:24:08.469Z
coverage-review-p2-016,18,429,verify_directory_fit_before_any_approval,https://www.pr.com/,pr.com,200,yes,https://www.pr.com/,pr.com,no,text/html; charset=UTF-8,Press Release Distribution - Grow Your Business - PR.com,2,3,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T12:24:09.672Z
coverage-review-p2-016,19,434,verify_directory_fit_before_any_approval,https://www.prlog.org/,prlog.org,200,yes,https://www.prlog.org/,prlog.org,no,text/html; charset=UTF-8,Free Press Release Distribution Service - PRLog,3,5,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 3 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T12:24:11.854Z
coverage-review-p2-016,20,436,verify_directory_fit_before_any_approval,https://profithunt.co/,profithunt.co,200,yes,https://profithunt.co/,profithunt.co,no,text/html; charset=utf-8,Profit Hunt | Discover ideas that make money,0,0,no,no,no,no,no,no,no,no,no,reject_not_submit,,,2026-05-28T12:24:14.197Z
coverage-review-p2-016,21,440,verify_directory_fit_before_any_approval,https://proofstories.io/,proofstories.io,200,yes,https://proofstories.io/,proofstories.io,no,text/html; charset=utf-8,ProofStories — A directory of startups that actually work,0,0,yes,no,yes,yes,no,no,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-28T12:24:16.180Z
coverage-review-p2-016,22,444,verify_directory_fit_before_any_approval,https://www.quibblo.com/,quibblo.com,500,no,https://quibblo.com/,quibblo.com,no,text/html,,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 500,HTTP 500,2026-05-28T12:24:17.842Z
