batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
coverage-review-p2-021,8,P2,26,118,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://www.betterreading.com.au/news/awards/breaking-news-announcing-the-2023-better-reading-top-100 is a specific article, blog page, forum profile/post page, API/tool information page, or other content URL; not a structured directory/listing submission target.",codex,,betterreading.com.au,free,unknown,article_or_content_page,needs_manual_review,https://www.betterreading.com.au/news/awards/breaking-news-announcing-the-2023-better-reading-top-100,betterreading.com.au,1,resources/backlink-resources.json,resources/backlink-resources.json:950,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,9,P2,26,119,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://www.betterreading.com.au/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading is a specific article, blog page, forum profile/post page, API/tool information page, or other content URL; not a structured directory/listing submission target.",codex,,betterreading.com.au,free,unknown,article_or_content_page,needs_manual_review,https://www.betterreading.com.au/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading,betterreading.com.au,1,resources/backlink-resources.json,resources/backlink-resources.json:2479,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,10,P2,26,120,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole is a specific article, blog page, forum profile/post page, API/tool information page, or other content URL; not a structured directory/listing submission target.",codex,,bevcooks.com,free,unknown,article_or_content_page,needs_manual_review,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole,bevcooks.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1390,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,11,P2,26,121,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://bevcooks.com/2024/08/homemade-ricotta is a specific article, blog page, forum profile/post page, API/tool information page, or other content URL; not a structured directory/listing submission target.",codex,,bevcooks.com,free,unknown,article_or_content_page,needs_manual_review,https://bevcooks.com/2024/08/homemade-ricotta,bevcooks.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2248,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,12,P2,26,123,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: Bing IndexNow documentation/tool page for URL indexing pings, not a backlink/directory submission target.",codex,,bing.com,free,unknown,api_or_search_tool_page,needs_manual_review,https://www.bing.com/indexnow,bing.com,1,src/indexnow.js,src/indexnow.js:14,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,13,P2,26,128,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: forum user/profile/post page, not a directory or valid product submission target.",codex,,blafusel.de,free,unknown,forum_profile_or_post_page,needs_manual_review,https://www.blafusel.de/phpbb/memberlist.php?mode=viewprofile&u=8625,blafusel.de,1,resources/backlink-resources.json,resources/backlink-resources.json:1742,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,14,P2,26,129,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://blankitinerary.com/santana-fall.html is a specific article, blog page, forum profile/post page, API/tool information page, or other content URL; not a structured directory/listing submission target.",codex,,blankitinerary.com,free,unknown,article_or_content_page,needs_manual_review,https://blankitinerary.com/santana-fall.html,blankitinerary.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1522,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,15,P2,26,130,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: forum user/profile/post page, not a directory or valid product submission target.",codex,,blend4web.com,free,unknown,forum_profile_or_post_page,needs_manual_review,https://www.blend4web.com/ru/forums/users/alexreynolds/posts,blend4web.com,1,resources/backlink-resources.json,resources/backlink-resources.json:422,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,16,P2,26,131,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://blog.bmtmicro.com/4449-2 is a specific article, blog page, forum profile/post page, API/tool information page, or other content URL; not a structured directory/listing submission target.",codex,,blog.bmtmicro.com,free,unknown,article_or_content_page,needs_manual_review,https://blog.bmtmicro.com/4449-2,blog.bmtmicro.com,1,resources/backlink-resources.json,resources/backlink-resources.json:620,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,17,P2,26,132,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://blog.goaffpro.com/mastering-affiliate-product-reviews-a-step-by-step-guide-for-engaging-content-and-conversions is a specific article, blog page, forum profile/post page, API/tool information page, or other content URL; not a structured directory/listing submission target.",codex,,blog.goaffpro.com,free,unknown,article_or_content_page,needs_manual_review,https://blog.goaffpro.com/mastering-affiliate-product-reviews-a-step-by-step-guide-for-engaging-content-and-conversions,blog.goaffpro.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2391,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-021,18,P2,26,133,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://blog.metastock.com/2024/08/mastering-ichimoku-method-jeff-gibby.html is a specific article, blog page, forum profile/post page, API/tool information page, or other content URL; not a structured directory/listing submission target.",codex,,blog.metastock.com,free,unknown,article_or_content_page,needs_manual_review,https://blog.metastock.com/2024/08/mastering-ichimoku-method-jeff-gibby.html,blog.metastock.com,1,resources/backlink-resources.json,resources/backlink-resources.json:235,,,,,,,,,,,,,,,,,0,,
