batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p0-001,1,75,verify_distinct_submit_url_for_existing_domain,https://aiscout.net/submit,aiscout.net,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; This operation was aborted,This operation was aborted,2026-05-22T05:35:36.757Z
p0-001,2,79,verify_distinct_submit_url_for_existing_domain,https://aitoolsdirectory.com/submit,aitoolsdirectory.com,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; This operation was aborted,This operation was aborted,2026-05-22T05:35:46.773Z
p0-001,3,117,verify_distinct_submit_url_for_existing_domain,https://betalist.com/submit,betalist.com,200,yes,https://betalist.com/sign_in,betalist.com,no,text/html; charset=utf-8,Discover and get early access to tomorrow&#39;s startups | BetaList,2,5,yes,no,yes,yes,no,no,yes,no,no,reject_auth_required,"login/register signal found; Cloudflare/human verification signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T05:35:56.776Z
p0-001,4,208,verify_distinct_submit_url_for_existing_domain,https://devhunt.org/submit,devhunt.org,200,yes,https://devhunt.org/submit,devhunt.org,no,text/html; charset=utf-8,undefined&#x27;s profile on Dev Hunt - Dev Hunt,0,0,no,yes,no,no,no,yes,no,no,no,reject_auth_required,CAPTCHA signal found; URL path looks like a submission endpoint,,2026-05-22T05:35:59.517Z
p0-001,5,246,verify_distinct_submit_url_for_existing_domain,https://fazier.com/submit,fazier.com,200,yes,https://fazier.com/submit,fazier.com,no,text/html; charset=utf-8,"Fazier – Find your next favourite product, every day.",0,0,yes,yes,yes,yes,no,yes,yes,yes,no,reject_paid,payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found,,2026-05-22T05:36:01.041Z
p0-001,6,271,verify_distinct_submit_url_for_existing_domain,https://www.futurepedia.io/submit-tool,futurepedia.io,200,yes,https://www.futurepedia.io/submit-tool,futurepedia.io,no,text/html; charset=utf-8,"Submit Your Company, Software or AI Tool to Futurepedia",2,2,yes,yes,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",,2026-05-22T05:36:02.803Z
p0-001,7,363,verify_distinct_submit_url_for_existing_domain,https://microlaunch.net/submit,microlaunch.net,404,no,https://microlaunch.net/submit,microlaunch.net,no,text/html; charset=utf-8,World-class Tech Products on Microlaunch,0,1,yes,yes,yes,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 404,HTTP 404,2026-05-22T05:36:04.057Z
p0-001,8,421,verify_distinct_submit_url_for_existing_domain,https://pitchwall.co/submit,pitchwall.co,200,yes,https://pitchwall.co/submit,pitchwall.co,no,text/html;charset=utf-8,PitchWall - Submit Product,0,1,yes,yes,yes,no,no,no,yes,yes,no,reject_paid,payment/pricing signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found,,2026-05-22T05:36:05.459Z
p0-001,9,427,verify_distinct_submit_url_for_existing_domain,https://poweredbyai.app/submit,poweredbyai.app,200,yes,https://poweredbyai.app/submit-tool,poweredbyai.app,no,text/html; charset=utf-8,Submit Your AI Tool | PoweredbyAI,1,10,yes,yes,yes,no,no,yes,yes,no,yes,reject_duplicate,"normalized URL duplicates registry submit URL; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",,2026-05-22T05:36:07.983Z
p0-001,10,503,verify_distinct_submit_url_for_existing_domain,https://startupstash.com/submit,startupstash.com,403,no,https://startupstash.com/submit,startupstash.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,yes,yes,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; HTTP 403,HTTP 403,2026-05-22T05:36:11.925Z
