batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
p2-007,1,P2,37,3,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,2findlocal.com,unknown,unknown,missing_domain,needs_manual_review,https://www.2findlocal.com/,2findlocal.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 142:url; directory-submissions-external-links.md:144,,,,,,,,,,,,,,,,,0,,
p2-007,2,P2,37,4,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,4shared.com,unknown,unknown,missing_domain,needs_manual_review,https://www.4shared.com/,4shared.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 143:url; directory-submissions-external-links.md:145,,,,,,,,,,,,,,,,,0,,
p2-007,3,P2,37,5,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,500px.com,unknown,unknown,missing_domain,needs_manual_review,https://500px.com/,500px.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 3:url; directory-submissions-external-links.md:5,,,,,,,,,,,,,,,,,0,,
p2-007,4,P2,37,56,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,about.me,unknown,unknown,missing_domain,needs_manual_review,https://about.me/,about.me,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 4:url; directory-submissions-external-links.md:6,,,,,,,,,,,,,,,,,0,,
p2-007,5,P2,37,59,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,activerain.com,unknown,unknown,missing_domain,needs_manual_review,https://activerain.com/,activerain.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 5:url; directory-submissions-external-links.md:7,,,,,,,,,,,,,,,,,0,,
p2-007,6,P2,37,71,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,aiforme.wiki,unknown,unknown,missing_domain,needs_manual_review,https://aiforme.wiki/,aiforme.wiki,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 15:url; directory-submissions-external-links.md:17,,,,,,,,,,,,,,,,,0,,
p2-007,7,P2,37,80,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,aitoolsguide.com,unknown,unknown,missing_domain,needs_manual_review,https://aitoolsguide.com/,aitoolsguide.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 26:url; directory-submissions-external-links.md:28,,,,,,,,,,,,,,,,,0,,
p2-007,8,P2,37,95,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,apitracker.io,unknown,unknown,missing_domain,needs_manual_review,https://apitracker.io/mcp-servers,apitracker.io,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 32:url; directory-submissions-external-links.md:34,,,,,,,,,,,,,,,,,0,,
p2-007,9,P2,37,100,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,artstation.com,unknown,unknown,missing_domain,needs_manual_review,https://www.artstation.com/,artstation.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 149:url; directory-submissions-external-links.md:151,,,,,,,,,,,,,,,,,0,,
p2-007,10,P2,37,101,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,athlinks.com,unknown,unknown,missing_domain,needs_manual_review,https://www.athlinks.com/,athlinks.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 150:url; directory-submissions-external-links.md:152,,,,,,,,,,,,,,,,,0,,
p2-007,11,P2,37,111,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bandcamp.com,unknown,unknown,missing_domain,needs_manual_review,https://bandcamp.com/,bandcamp.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 35:url; directory-submissions-external-links.md:37,,,,,,,,,,,,,,,,,0,,
