batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p0-003,1,75,verify_distinct_submit_url_for_existing_domain,https://aiscout.net/submit,aiscout.net,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; This operation was aborted,This operation was aborted,2026-05-22T06:55:21.585Z
p0-003,2,79,verify_distinct_submit_url_for_existing_domain,https://aitoolsdirectory.com/submit,aitoolsdirectory.com,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; This operation was aborted,This operation was aborted,2026-05-22T06:55:31.609Z
p0-003,3,208,verify_distinct_submit_url_for_existing_domain,https://devhunt.org/submit,devhunt.org,200,yes,https://devhunt.org/submit,devhunt.org,no,text/html; charset=utf-8,undefined&#x27;s profile on Dev Hunt - Dev Hunt,0,0,no,yes,no,no,no,yes,no,no,no,reject_auth_required,CAPTCHA signal found; URL path looks like a submission endpoint,,2026-05-22T06:55:41.612Z
p0-003,4,472,verify_distinct_submit_url_for_existing_domain,https://www.sideprojectors.com/project/new,sideprojectors.com,200,yes,https://www.sideprojectors.com/project/new,sideprojectors.com,no,text/html; charset=utf-8,,0,0,no,no,yes,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-22T06:55:42.780Z
p0-003,5,497,verify_distinct_submit_url_for_existing_domain,https://stackshare.io/new-product,stackshare.io,429,no,https://stackshare.io/new-product,stackshare.io,no,text/html; charset=utf-8,Vercel Security Checkpoint,0,0,no,no,yes,no,no,no,no,no,no,review_fetch_failed,directory/listing marketplace text signal found; HTTP 429,HTTP 429,2026-05-22T06:55:44.184Z
p0-003,6,281,verify_distinct_submit_url_for_existing_domain,https://github.com/niciral/bb-browser,github.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T06:55:44.753Z
p0-003,7,282,verify_distinct_submit_url_for_existing_domain,https://github.com/niciral/bb-browser)%E3%80%81[rebrowser-playwright](https:/github.com/nickthecoder/rebrowser-playwright)%E3%80%82,github.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T06:55:54.770Z
p0-003,8,283,verify_distinct_submit_url_for_existing_domain,https://github.com/nickthecoder/rebrowser-playwright,github.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T06:56:04.777Z
p0-003,9,284,verify_distinct_submit_url_for_existing_domain,https://github.com/s87343472/backlink-pilot,github.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T06:56:14.784Z
p0-003,10,285,verify_distinct_submit_url_for_existing_domain,https://github.com/s87343472/backlink-pilot.git,github.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T06:56:24.795Z
