batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
coverage-review-p2-025,8,P2,26,212,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://www.dinnerwithjulie.com/2019/12/23/kaiserschmarrn-torn-shredded-pancake is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,dinnerwithjulie.com,free,unknown,blog_article,needs_manual_review,https://www.dinnerwithjulie.com/2019/12/23/kaiserschmarrn-torn-shredded-pancake,dinnerwithjulie.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1467,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,9,P2,26,213,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://www.dinnerwithjulie.com/2021/11/03/plant-based-deep-n-delicious-chocolate-cake is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,dinnerwithjulie.com,free,unknown,blog_article,needs_manual_review,https://www.dinnerwithjulie.com/2021/11/03/plant-based-deep-n-delicious-chocolate-cake,dinnerwithjulie.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1115,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,10,P2,26,214,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://www.dinnerwithjulie.com/recipes/butterscotch-pecan-mmmuffins is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,dinnerwithjulie.com,free,unknown,blog_article,needs_manual_review,https://www.dinnerwithjulie.com/recipes/butterscotch-pecan-mmmuffins,dinnerwithjulie.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1027,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,11,P2,26,218,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://diythrill.com/2018/09/23/orange-citrus-poo-pourri-recipe is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,diythrill.com,free,unknown,blog_article,needs_manual_review,https://diythrill.com/2018/09/23/orange-citrus-poo-pourri-recipe,diythrill.com,1,resources/backlink-resources.json,resources/backlink-resources.json:741,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,12,P2,26,222,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://earthpeopletechnology.com/forums/profile/contractwarn is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,earthpeopletechnology.com,free,unknown,forum_profile_or_post_page,needs_manual_review,https://earthpeopletechnology.com/forums/profile/contractwarn,earthpeopletechnology.com,1,resources/backlink-resources.json,resources/backlink-resources.json:510,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,13,P2,26,225,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: http://www.eilentein.com/2019/02/ryijy-ja-kuinka-sen-tein.html is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,eilentein.com,free,unknown,blog_article,needs_manual_review,http://www.eilentein.com/2019/02/ryijy-ja-kuinka-sen-tein.html,eilentein.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2457,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,14,P2,26,232,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://everythingboardgames.com/2024/11/exploring-the-world-of-online-board-games.html is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,everythingboardgames.com,free,unknown,blog_article,needs_manual_review,https://everythingboardgames.com/2024/11/exploring-the-world-of-online-board-games.html,everythingboardgames.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2149,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,15,P2,26,233,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://www.everythingetsy.com/2013/02/10-social-media-tips-to-make-you-a-rock-star is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,everythingetsy.com,free,unknown,blog_article,needs_manual_review,https://www.everythingetsy.com/2013/02/10-social-media-tips-to-make-you-a-rock-star,everythingetsy.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1863,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,16,P2,26,237,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://exsloth.com/vegan-breakfast-cookies is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,exsloth.com,free,unknown,blog_article,needs_manual_review,https://exsloth.com/vegan-breakfast-cookies,exsloth.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2193,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-025,17,P2,26,241,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 evidence review 2026-05-28: https://fallfordiy.com/blog/2015/11/18/diy-paint-dipped-advent-calendar-bottles is a recipe, DIY, blog article, forum profile, or comment-page URL; not a structured directory/listing submission target.",codex,,fallfordiy.com,free,unknown,blog_article,needs_manual_review,https://fallfordiy.com/blog/2015/11/18/diy-paint-dipped-advent-calendar-bottles,fallfordiy.com,1,resources/backlink-resources.json,resources/backlink-resources.json:488,,,,,,,,,,,,,,,,,0,,
