batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
coverage-review-p2-030,8,381,verify_directory_fit_before_any_approval,https://www.negociosyemprendimiento.org/2024/12/historia-temu.html?m=0,negociosyemprendimiento.org,200,yes,https://www.negociosyemprendimiento.org/2024/12/historia-temu.html?m=0,negociosyemprendimiento.org,no,text/html; charset=UTF-8,"La historia de Temu, la empresa china que hace temblar a Amazon",1,1,yes,no,yes,no,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T14:44:57.297Z
coverage-review-p2-030,9,383,verify_directory_fit_before_any_approval,https://www.netboard.hu/searchuser_full.php?id=139760,netboard.hu,200,yes,https://www.netboard.hu/searchuser_full.php?id=139760,netboard.hu,no,text/html,netboard.hu f�rum,17,44,yes,no,no,no,no,no,yes,no,no,reject_auth_required,"Cloudflare/human verification signal found; 17 form(s), 44 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-28T14:44:59.590Z
coverage-review-p2-030,10,389,verify_directory_fit_before_any_approval,https://www.nintendoworldreport.com/forums/index.php?action=profile%3Bu%3D56540,nintendoworldreport.com,200,yes,https://www.nintendoworldreport.com/forums/index.php?action=profile%3Bu%3D56540,nintendoworldreport.com,no,text/html; charset=UTF-8,Nintendo World Report Forums - Index,3,14,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 3 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T14:45:02.017Z
coverage-review-p2-030,11,398,verify_directory_fit_before_any_approval,https://notsowimpyteacher.com/2024/01/5-reasons-why-teaching-grammar-is-still-important.html,notsowimpyteacher.com,200,yes,https://notsowimpyteacher.com/2024/01/5-reasons-why-teaching-grammar-is-still-important.html,notsowimpyteacher.com,no,text/html; charset=UTF-8,5 Reasons Why Teaching Grammar Is Still Important in 2025 - Not So Wimpy Teacher,4,18,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T14:45:04.831Z
coverage-review-p2-030,12,400,verify_directory_fit_before_any_approval,https://www.onesweetmess.com/2017/06/08/cherry-negroni,onesweetmess.com,200,yes,https://www.onesweetmess.com/2017/06/08/cherry-negroni,onesweetmess.com,no,text/html; charset=UTF-8,Cherry Negroni - One Sweet Mess,6,24,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 6 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T14:45:06.805Z
coverage-review-p2-030,13,408,verify_directory_fit_before_any_approval,https://www.paleorunningmomma.com/garlic-tuscan-shrimp-paleo-whole30,paleorunningmomma.com,403,no,https://www.paleorunningmomma.com/garlic-tuscan-shrimp-paleo-whole30,paleorunningmomma.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-28T14:45:09.120Z
coverage-review-p2-030,14,409,verify_directory_fit_before_any_approval,https://www.papertraildesign.com/football-water-bottle-labels-free-printable,papertraildesign.com,200,yes,https://www.papertraildesign.com/football-water-bottle-labels-free-printable/,papertraildesign.com,no,text/html; charset=UTF-8,Football Water Bottle Labels Free Printable - Paper Trail Design,3,16,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T14:45:12.551Z
coverage-review-p2-030,15,410,verify_directory_fit_before_any_approval,https://participacion.puertodelrosario.org/profiles/albaucb/groups,participacion.puertodelrosario.org,200,yes,https://participacion.puertodelrosario.org/profiles/albaucb/groups,participacion.puertodelrosario.org,no,text/html; charset=utf-8,Grupos - Participación Ciudadana - Ayuntamiento de Puerto del Rosario,4,10,yes,no,no,no,yes,yes,no,no,no,reject_auth_required,"OAuth signal found; CAPTCHA signal found; 4 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-28T14:45:18.565Z
coverage-review-p2-030,16,412,verify_directory_fit_before_any_approval,https://www.patisserie-okumoto.com/hpgen/HPB/entries/1.html?https%3A%2F%2Ffuhrerschein-eu.com%2F=,patisserie-okumoto.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-28T14:45:21.140Z
coverage-review-p2-030,17,417,verify_directory_fit_before_any_approval,https://www.peoplespunditdaily.com/news/us/2020/03/27/trump-pulls-trigger-on-defense-production-act-to-require-gm-to-make-ventilators,peoplespunditdaily.com,200,yes,https://www.peoplespunditdaily.com/news/us/2020/03/27/trump-pulls-trigger-on-defense-production-act-to-require-gm-to-make-ventilators/,peoplespunditdaily.com,no,text/html; charset=UTF-8,Trump Pulls Trigger on Defense Production Act to Require GM to Make Ventilators | People&#039;s Pundit Daily,3,19,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T14:45:36.157Z
