batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls,discovery_sources,discovery_source_types,discovery_source_urls,discovery_titles,discovery_platform_types,discovery_methods,discovery_relevance_max,discovery_relevance_values,discovery_pricing_signals,discovery_lang_signals,discovery_queries,discovery_discovered_rounds,discovery_discovered_ats,discovery_notes,discovery_signal_score,discovery_review_hint,discovery_review_flags
coverage-review-p2-019,8,P2,37,552,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 browser/web review 2026-05-28: SEO/webmaster discussion forum; community participation only, not a structured product/business directory submission target.",codex,,webmasterworld.com,free,en,forum_or_community,needs_manual_review,https://www.webmasterworld.com/,webmasterworld.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 260:url; directory-submissions-external-links.md:262,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,9,P2,37,554,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,P2 browser/web review 2026-05-28: website builder/hosting product. Creating a hosted site is not a directory listing or backlink submission flow.,codex,,weebly.com,free,en,website_builder_platform,needs_manual_review,https://www.weebly.com/,weebly.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 262:url; directory-submissions-external-links.md:264,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,10,P2,37,555,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 browser/web review 2026-05-28: regulated startup fundraising platform; company raise/listing requires account, legal eligibility, and review. Assisted fundraising workflow only, not directory backlink submission.",codex,,wefunder.com,paid,en,fundraising_platform_auth_review,needs_manual_review,https://wefunder.com/,wefunder.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 137:url; directory-submissions-external-links.md:139,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,11,P2,37,557,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,P2 browser/web review 2026-05-28: health/wellness provider directory; listing/claim flow is vertical and requires provider identity/account. Not suitable for generic SaaS/product submission.,codex,,wellness.com,free,en,vertical_health_directory_auth_required,needs_manual_review,https://www.wellness.com/,wellness.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 263:url; directory-submissions-external-links.md:265,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,12,P2,37,558,approved,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,P2 browser/web review 2026-05-28: startup/product launch directory candidate with submit path. Approve for launch-ready products only; keep non-executable needs_scout until current form fields are verified.,codex,https://whatlaunchedtoday.com/submit,whatlaunchedtoday.com,free,en,startup_launch_directory,needs_manual_review,https://whatlaunchedtoday.com/,whatlaunchedtoday.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 138:url; directory-submissions-external-links.md:140,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,13,P2,37,560,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 browser/web review 2026-05-28: local/event/travel information site candidate, but no current verified business/product submit path found from available evidence.",codex,,where2go.com,unknown,en,local_directory_unverified_submit,needs_manual_review,https://www.where2go.com/,where2go.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 264:url; directory-submissions-external-links.md:266,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,14,P2,37,566,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,P2 browser/web review 2026-05-28: blogging/site hosting platform. Creating a WordPress.com site is not a structured directory listing submission.,codex,,wordpress.com,free,en,content_publishing_platform,needs_manual_review,https://wordpress.com/,wordpress.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 140:url; directory-submissions-external-links.md:142,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,15,P2,37,569,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 browser/web review 2026-05-28: redirects/canonicalizes toward yellowpagesdirectory.com under Cloudflare. Potential local directory exists, but this source URL is not a verified same-domain submit page; review/import canonical target separately.",codex,,yellowpagesgoesgreen.org,unknown,en,local_directory_cross_domain_candidate,needs_manual_review,https://www.yellowpagesgoesgreen.org/,yellowpagesgoesgreen.org,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 265:url; directory-submissions-external-links.md:267,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,16,P2,37,570,reject_not_submit,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,P2 browser/web review 2026-05-28: yogatrail.com redirects to a portfolio/client page on buzzwoo.de; no live same-domain yoga directory submit/listing flow verified.,codex,,yogatrail.com,unknown,en,stale_or_redirected_directory,needs_manual_review,https://www.yogatrail.com/,yogatrail.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 266:url; directory-submissions-external-links.md:268,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,17,P2,37,579,reject_auth_required,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 browser/web review 2026-05-28: Zapier Developer Platform is a valid integration marketplace path, but publishing requires developer account, integration build, OAuth/app review, and product fit. Assisted integration workflow only.",codex,,zapier.com,free,en,integration_marketplace_auth_review,needs_manual_review,https://zapier.com/developer,zapier.com,2,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 267:url; directory-submissions-external-links.md:269,,,,,,,,,,,,,,,,,0,,
coverage-review-p2-019,18,P2,35,571,reject_not_directory,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,"P2 review 2026-05-28: example/placeholder product URL from repo docs/config references, not an external directory target.",codex,,your-product.com,unknown,en,placeholder_or_example_domain,needs_manual_review,https://your-product.com/,your-product.com,13,README.md; README.zh.md; docs/guide.md; docs/skill.md; docs/tutorial.md; src/config.js,README.md:44; README.md:55; README.zh.md:44; README.zh.md:55; docs/guide.md:107; docs/guide.md:114; docs/skill.md:15; docs/tutorial.md:69; docs/tutorial.md:76; src/config.js:352; src/config.js:353; src/config.js:363; src/config.js:412,,,,,,,,,,,,,,,,,0,,
