batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
coverage-review-p2-018,8,507,verify_directory_fit_before_any_approval,https://www.strava.com/,strava.com,200,yes,https://www.strava.com/,strava.com,no,text/html; charset=utf-8,"Strava | Running, Cycling &amp; Hiking App - Train, Track &amp; Share",0,1,yes,no,yes,yes,no,no,no,no,no,reject_auth_required,login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-28T12:36:43.630Z
coverage-review-p2-018,9,508,verify_directory_fit_before_any_approval,https://www.strikingly.com/,strikingly.com,200,yes,https://www.strikingly.com/,strikingly.com,no,text/html; charset=utf-8,如何建立一个网站 - 免费建站工具 | Strikingly,2,22,yes,no,no,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 22 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-28T12:36:45.196Z
coverage-review-p2-018,10,511,verify_directory_fit_before_any_approval,https://substack.com/,substack.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T12:36:47.839Z
coverage-review-p2-018,11,512,verify_directory_fit_before_any_approval,https://www.sulekha.com/,sulekha.com,200,yes,https://www.sulekha.com/,sulekha.com,no,text/html; charset=utf-8,Sulekha - Connect with the right service experts,0,5,yes,no,yes,yes,no,no,no,no,no,reject_auth_required,login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-28T12:36:58.434Z
coverage-review-p2-018,12,517,verify_directory_fit_before_any_approval,https://taalk.com/,taalk.com,200,yes,https://taalk.com/,taalk.com,no,text/html; charset=UTF-8,Home - taalk,3,7,yes,no,yes,no,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T12:37:00.593Z
coverage-review-p2-018,13,518,verify_directory_fit_before_any_approval,https://www.teacherspayteachers.com/,teacherspayteachers.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T12:37:04.220Z
coverage-review-p2-018,14,519,verify_directory_fit_before_any_approval,https://tech.co/,tech.co,405,no,https://tech.co/,tech.co,no,,,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 405,HTTP 405,2026-05-28T12:37:14.744Z
coverage-review-p2-018,15,528,verify_directory_fit_before_any_approval,https://thesaasdirectory.com/,thesaasdirectory.com,200,yes,https://thesaasdirectory.com/,thesaasdirectory.com,no,text/html; charset=UTF-8,Search for.... - TheSaaSDirectory,2,14,yes,no,yes,yes,yes,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; OAuth signal found; CAPTCHA signal found; 2 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T12:37:16.493Z
coverage-review-p2-018,16,532,verify_directory_fit_before_any_approval,https://todaylaunches.com/,todaylaunches.com,200,yes,https://todaylaunches.com/,todaylaunches.com,no,text/html; charset=utf-8,Find the Perfect Software Solutions | Today Launches,0,0,no,no,yes,yes,no,yes,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,,2026-05-28T12:37:18.824Z
coverage-review-p2-018,17,538,verify_directory_fit_before_any_approval,https://toolsfine.com/,toolsfine.com,200,yes,https://toolsfine.com/,toolsfine.com,no,text/html,Toolsfine — Best AI Tools Directory,1,1,yes,no,yes,yes,no,no,yes,no,no,reject_auth_required,"login/register signal found; Cloudflare/human verification signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T12:37:20.232Z
