batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p0-recheck-002,1,75,verify_distinct_submit_url_for_existing_domain,https://aiscout.net/submit,aiscout.net,520,no,https://aiscout.net/submit,aiscout.net,no,text/html,ERROR 520,0,0,no,yes,no,no,no,no,no,no,no,review_fetch_failed,URL path looks like a submission endpoint; HTTP 520,HTTP 520,2026-05-22T10:33:17.965Z
p0-recheck-002,2,79,verify_distinct_submit_url_for_existing_domain,https://aitoolsdirectory.com/submit,aitoolsdirectory.com,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; fetch failed,fetch failed,2026-05-22T10:33:33.897Z
p0-recheck-002,3,208,verify_distinct_submit_url_for_existing_domain,https://devhunt.org/submit,devhunt.org,200,yes,https://devhunt.org/submit,devhunt.org,no,text/html; charset=utf-8,undefined&#x27;s profile on Dev Hunt - Dev Hunt,0,0,no,yes,no,no,no,yes,no,no,no,reject_auth_required,CAPTCHA signal found; URL path looks like a submission endpoint,,2026-05-22T10:33:44.396Z
p0-recheck-002,4,472,verify_distinct_submit_url_for_existing_domain,https://www.sideprojectors.com/project/new,sideprojectors.com,200,yes,https://www.sideprojectors.com/project/new,sideprojectors.com,no,text/html; charset=utf-8,,0,0,no,no,yes,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-22T10:33:45.544Z
p0-recheck-002,5,497,verify_distinct_submit_url_for_existing_domain,https://stackshare.io/new-product,stackshare.io,429,no,https://stackshare.io/new-product,stackshare.io,no,text/html; charset=utf-8,Vercel Security Checkpoint,0,0,no,no,yes,no,no,no,no,no,no,review_fetch_failed,directory/listing marketplace text signal found; HTTP 429,HTTP 429,2026-05-22T10:33:47.169Z
p0-recheck-002,6,63,verify_submit_form_then_approve_or_reject,https://ai.xyz/submit,ai.xyz,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; fetch failed,fetch failed,2026-05-22T10:33:48.046Z
p0-recheck-002,7,64,verify_submit_form_then_approve_or_reject,https://aiagents.live/submit,aiagents.live,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; fetch failed,fetch failed,2026-05-22T10:33:53.868Z
p0-recheck-002,8,65,verify_submit_form_then_approve_or_reject,https://aiagentsbase.com/submit,aiagentsbase.com,200,yes,https://aiagentsbase.com/submit,aiagentsbase.com,no,text/html,AiAgentsBase: Add Your AI Agent | Join Our Curated Directory,3,18,yes,yes,yes,no,no,yes,no,no,no,reject_auth_required,"CAPTCHA signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",,2026-05-22T10:33:55.130Z
p0-recheck-002,9,68,verify_submit_form_then_approve_or_reject,https://aiagentsmarketplace.com/submit,aiagentsmarketplace.com,200,yes,https://aiagentsmarketplace.com/submit,aiagentsmarketplace.com,no,text/html,,0,0,no,yes,yes,no,no,no,no,no,no,review_manually,URL path looks like a submission endpoint; directory/listing marketplace text signal found,,2026-05-22T10:33:56.100Z
p0-recheck-002,10,72,verify_submit_form_then_approve_or_reject,https://aimatchpro.ai/submit,aimatchpro.ai,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; fetch failed,fetch failed,2026-05-22T10:33:56.964Z
p0-recheck-002,11,78,verify_submit_form_then_approve_or_reject,https://aitools.love/submit,aitools.love,200,yes,https://aitools.love/submit,aitools.love,no,text/html; charset=utf-8,404 - Oops! Page not found,0,0,no,yes,yes,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found,,2026-05-22T10:33:57.371Z
p0-recheck-002,12,81,verify_submit_form_then_approve_or_reject,https://www.aitrendytools.com/submit,aitrendytools.com,,no,,,unknown,,,0,0,no,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,URL path looks like a submission endpoint; fetch failed,fetch failed,2026-05-22T10:34:01.756Z
