batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
coverage-review-p2-020,8,547,verify_directory_fit_before_any_approval,http://www.w3.org/2000/svg,w3.org,200,yes,https://www.w3.org/2000/svg,w3.org,no,text/html; charset=iso-8859-1,SVG namespace,0,0,no,no,no,no,no,no,no,no,no,reject_not_submit,,,2026-05-28T13:06:55.757Z
coverage-review-p2-020,9,57,verify_directory_fit_before_any_approval,https://abracomex.org/aula-inaugural-graduacao-servicos-juridicos-online,abracomex.org,200,yes,https://abracomex.org/aula-inaugural-graduacao-servicos-juridicos-online/,abracomex.org,no,text/html; charset=UTF-8,Aula Inaugural Graduação Serviços Jurídicos - Online - Abracomex,1,7,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:06:59.405Z
coverage-review-p2-020,10,58,verify_directory_fit_before_any_approval,https://accounts.google.com/,accounts.google.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T13:07:04.829Z
coverage-review-p2-020,11,61,verify_directory_fit_before_any_approval,https://advicefromatwentysomething.com/3-simple-ways-to-reconnect-with-your-creativity,advicefromatwentysomething.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T13:07:15.572Z
coverage-review-p2-020,12,89,verify_directory_fit_before_any_approval,https://www.anspblog.org/fin-to-limb-to-art,anspblog.org,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-28T13:07:17.091Z
coverage-review-p2-020,13,93,verify_directory_fit_before_any_approval,https://api.indexnow.org/indexnow,api.indexnow.org,400,no,https://api.indexnow.org/indexnow,api.indexnow.org,no,application/json; charset=utf-8,,0,0,no,no,no,no,no,no,no,no,no,review_fetch_failed,HTTP 400,HTTP 400,2026-05-28T13:07:19.422Z
coverage-review-p2-020,14,97,verify_directory_fit_before_any_approval,https://www.arlindovsky.net/2022/06/calendarizacao-da-mobilidade-por-doenca,arlindovsky.net,200,yes,https://www.arlindovsky.net/2022/06/calendarizacao-da-mobilidade-por-doenca,arlindovsky.net,no,text/html; charset=UTF-8,Calendarização da Mobilidade por Doença &#8211; Blog DeAr Lindo,4,24,yes,no,yes,no,no,yes,no,no,no,reject_auth_required,"CAPTCHA signal found; 4 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:07:21.437Z
coverage-review-p2-020,15,98,verify_directory_fit_before_any_approval,https://www.arlindovsky.net/2024/05/e-depois-de-abril-paulo-prudencio,arlindovsky.net,200,yes,https://www.arlindovsky.net/2024/05/e-depois-de-abril-paulo-prudencio,arlindovsky.net,no,text/html; charset=UTF-8,E depois de Abril &#8211; Paulo Prudêncio &#8211; Blog DeAr Lindo,4,24,yes,no,no,no,no,yes,no,no,no,reject_auth_required,"CAPTCHA signal found; 4 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-28T13:07:26.026Z
coverage-review-p2-020,16,102,verify_directory_fit_before_any_approval,https://athomeinthefuture.com/2022/03/design-decorate-perfect-backyard,athomeinthefuture.com,200,yes,https://athomeinthefuture.com/2022/03/design-decorate-perfect-backyard/,athomeinthefuture.com,no,text/html; charset=UTF-8,How to Design and Decorate a Perfect Backyard - At Home in the Future,1,1,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:07:28.517Z
coverage-review-p2-020,17,107,verify_directory_fit_before_any_approval,https://www.bakerella.com/16-sweet-easter-treats,bakerella.com,200,yes,https://www.bakerella.com/16-sweet-easter-treats/,bakerella.com,no,text/html; charset=UTF-8,16 Sweet Easter Treats - Bakerella,5,24,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 5 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:07:32.946Z
coverage-review-p2-020,18,108,verify_directory_fit_before_any_approval,https://www.bakerella.com/sweets-for-the-season,bakerella.com,200,yes,https://www.bakerella.com/sweets-for-the-season/,bakerella.com,no,text/html; charset=UTF-8,Sweets for the Season - Bakerella,5,24,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 5 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:07:41.590Z
coverage-review-p2-020,19,109,verify_directory_fit_before_any_approval,https://www.bakerella.com/yummy-mummy-snack-cakes,bakerella.com,200,yes,https://www.bakerella.com/yummy-mummy-snack-cakes/,bakerella.com,no,text/html; charset=UTF-8,Yummy Mummy Snack Cakes - Bakerella,6,24,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 6 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:07:48.520Z
coverage-review-p2-020,20,110,verify_directory_fit_before_any_approval,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup,bakersroyale.com,200,yes,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup/,bakersroyale.com,no,text/html; charset=UTF-8,Chocolate Banana Bread Muffins stuffed with Reese&#039;s Peanut Butter up | Bakers Royale,5,16,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:07:53.153Z
coverage-review-p2-020,21,112,verify_directory_fit_before_any_approval,https://bangshift.com/bangshift1320/baby-gators-photos-nhra-divisional-sportsman-drag-racing-action-shots,bangshift.com,200,yes,https://bangshift.com/bangshift1320/baby-gators-photos-nhra-divisional-sportsman-drag-racing-action-shots/,bangshift.com,no,text/html; charset=UTF-8,BangShift.com Baby Gators Photos: NHRA Divisional Sportsman Drag Racing Action Shots - BangShift.com,2,3,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:07:58.413Z
coverage-review-p2-020,22,113,verify_directory_fit_before_any_approval,https://www.beautythroughimperfection.com/reindeer-donuts,beautythroughimperfection.com,200,yes,https://www.beautythroughimperfection.com/reindeer-donuts/,beautythroughimperfection.com,no,text/html; charset=UTF-8,Reindeer donuts - Beauty Through Imperfection,4,18,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-28T13:08:02.081Z
