lane_id,lane_type,lane_priority,lane_order,lane_estimated_minutes_per_row,order,priority,target_id,name,domain,pricing,risk,auth_profile,auth_state_path,auth_meta_path,status,next_action,ready_for_auth_rescout,saved_at,size_bytes,login_url,submit_url,auth_login_command,auth_status_command,auth_scout_command,safety_blocker,lane_csv_path
auth-login-002,auth_manual_login,P0,1,6,11,P0,xinquji-com,新趣集,xinquji.com,unknown,unknown,xinquji-com,playwright/.auth/xinquji-com.storage-state.json,playwright/.auth/xinquji-com.meta.json,manual_login_required,run_auth_login_command,no,,0,https://xinquji.com/submit,https://xinquji.com/,"node src/cli.js auth login --profile ""xinquji-com"" --url ""https://xinquji.com/submit""","node src/cli.js auth status --profile ""xinquji-com""","node src/cli.js scout ""https://xinquji.com/"" --auth-profile ""xinquji-com"" --target-id ""xinquji-com"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,2,6,12,P0,betalist-com,https://betalist.com,betalist.com,unknown,unknown,betalist-com,playwright/.auth/betalist-com.storage-state.json,playwright/.auth/betalist-com.meta.json,manual_login_required,run_auth_login_command,no,,0,https://betalist.com/sign_in,https://betalist.com/,"node src/cli.js auth login --profile ""betalist-com"" --url ""https://betalist.com/sign_in""","node src/cli.js auth status --profile ""betalist-com""","node src/cli.js scout ""https://betalist.com/"" --auth-profile ""betalist-com"" --target-id ""betalist-com"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,3,6,13,P0,ai-tool-guru,AI Tool guru,aitoolguru.com,free,unknown,ai-tool-guru,playwright/.auth/ai-tool-guru.storage-state.json,playwright/.auth/ai-tool-guru.meta.json,manual_login_required,run_auth_login_command,no,,0,https://aitoolguru.com/login,https://aitoolguru.com/submit-ai-tool,"node src/cli.js auth login --profile ""ai-tool-guru"" --url ""https://aitoolguru.com/login""","node src/cli.js auth status --profile ""ai-tool-guru""","node src/cli.js scout ""https://aitoolguru.com/submit-ai-tool"" --auth-profile ""ai-tool-guru"" --target-id ""ai-tool-guru"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,4,6,14,P0,ai-tools-arena,AI Tools Arena,aitoolsarena.com,free,unknown,ai-tools-arena,playwright/.auth/ai-tools-arena.storage-state.json,playwright/.auth/ai-tools-arena.meta.json,manual_login_required,run_auth_login_command,no,,0,https://aitoolsarena.com/ai-tools-list-new,https://aitoolsarena.com/,"node src/cli.js auth login --profile ""ai-tools-arena"" --url ""https://aitoolsarena.com/ai-tools-list-new""","node src/cli.js auth status --profile ""ai-tools-arena""","node src/cli.js scout ""https://aitoolsarena.com/"" --auth-profile ""ai-tools-arena"" --target-id ""ai-tools-arena"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,5,6,15,P0,alternative-me,Alternative,alternative.me,free,unknown,alternative-me,playwright/.auth/alternative-me.storage-state.json,playwright/.auth/alternative-me.meta.json,manual_login_required,run_auth_login_command,no,,0,https://alternative.me/how-to/suggest-alternatives,https://alternative.me/how-to/submit-software,"node src/cli.js auth login --profile ""alternative-me"" --url ""https://alternative.me/how-to/suggest-alternatives""","node src/cli.js auth status --profile ""alternative-me""","node src/cli.js scout ""https://alternative.me/how-to/submit-software"" --auth-profile ""alternative-me"" --target-id ""alternative-me"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,6,6,16,P0,bestofai,BestOfAI,bestofai.com,free,unknown,bestofai,playwright/.auth/bestofai.storage-state.json,playwright/.auth/bestofai.meta.json,manual_login_required,run_auth_login_command,no,,0,https://bestofai.com/tool/add,https://bestofai.com/tool/add,"node src/cli.js auth login --profile ""bestofai"" --url ""https://bestofai.com/tool/add""","node src/cli.js auth status --profile ""bestofai""","node src/cli.js scout ""https://bestofai.com/tool/add"" --auth-profile ""bestofai"" --target-id ""bestofai"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,7,6,17,P0,f6s,F6S,f6s.com,free,unknown,f6s,playwright/.auth/f6s.storage-state.json,playwright/.auth/f6s.meta.json,manual_login_required,run_auth_login_command,no,,0,https://www.f6s.com/,https://www.f6s.com/,"node src/cli.js auth login --profile ""f6s"" --url ""https://www.f6s.com/""","node src/cli.js auth status --profile ""f6s""","node src/cli.js scout ""https://www.f6s.com/"" --auth-profile ""f6s"" --target-id ""f6s"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,8,6,18,P0,favird,Favird,favird.com,free,unknown,favird,playwright/.auth/favird.storage-state.json,playwright/.auth/favird.meta.json,manual_login_required,run_auth_login_command,no,,0,https://favird.com/,https://favird.com/,"node src/cli.js auth login --profile ""favird"" --url ""https://favird.com/""","node src/cli.js auth status --profile ""favird""","node src/cli.js scout ""https://favird.com/"" --auth-profile ""favird"" --target-id ""favird"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,9,6,19,P0,ai-infinity,AI Infinity,forms.gle,free,unknown,ai-infinity,playwright/.auth/ai-infinity.storage-state.json,playwright/.auth/ai-infinity.meta.json,manual_login_required,run_auth_login_command,no,,0,https://forms.gle/Ze6pdWzmweCfKWnLA,https://forms.gle/Ze6pdWzmweCfKWnLA,"node src/cli.js auth login --profile ""ai-infinity"" --url ""https://forms.gle/Ze6pdWzmweCfKWnLA""","node src/cli.js auth status --profile ""ai-infinity""","node src/cli.js scout ""https://forms.gle/Ze6pdWzmweCfKWnLA"" --auth-profile ""ai-infinity"" --target-id ""ai-infinity"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
auth-login-002,auth_manual_login,P0,10,6,20,P0,gpt-forge,Gpt Forge,forms.gle,free,unknown,gpt-forge,playwright/.auth/gpt-forge.storage-state.json,playwright/.auth/gpt-forge.meta.json,manual_login_required,run_auth_login_command,no,,0,https://forms.gle/8h1SokDHfcPwkbaZ8,https://forms.gle/8h1SokDHfcPwkbaZ8,"node src/cli.js auth login --profile ""gpt-forge"" --url ""https://forms.gle/8h1SokDHfcPwkbaZ8""","node src/cli.js auth status --profile ""gpt-forge""","node src/cli.js scout ""https://forms.gle/8h1SokDHfcPwkbaZ8"" --auth-profile ""gpt-forge"" --target-id ""gpt-forge"" --registry ""resources/targets.canonical.yaml"" --persist --scout-dir ""resources/scout-results"" --update-registry --engine playwright",,backlink-url/backlog-lanes/lanes/auth-login-002.csv
